2025-08-12 16:16:01.132  1123-1256  ApfFilter               com.android.networkstack.process     D  (wlan0): Adding RA fe80::2 -> ff02::1 1800s fec0::/64 86400s/14400s
2025-08-12 16:16:02.577  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: app_integrity
2025-08-12 16:16:02.578  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: app_prediction
2025-08-12 16:16:02.578  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: app_search
2025-08-12 16:16:02.578  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: appops
2025-08-12 16:16:02.579  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: appwidget
2025-08-12 16:16:02.581  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: attestation_verification
2025-08-12 16:16:02.581  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: audio
2025-08-12 16:16:02.583  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: auth
2025-08-12 16:16:02.583  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: authentication_policy
2025-08-12 16:16:02.584  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: autofill
2025-08-12 16:16:02.585  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: background_install_control
2025-08-12 16:16:02.586  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: backup
2025-08-12 16:16:02.587  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: battery
2025-08-12 16:16:02.588  5162-5162  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:02.588  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: batteryproperties
2025-08-12 16:16:02.589  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: batterystats
2025-08-12 16:16:02.590  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: binder_calls_stats
2025-08-12 16:16:02.590  5162-5162  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:02.591  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: biometric
2025-08-12 16:16:02.592  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: blob_store
2025-08-12 16:16:02.593  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: bluetooth_manager
2025-08-12 16:16:02.594  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: bugreport
2025-08-12 16:16:02.595  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: cacheinfo
2025-08-12 16:16:02.596  5162-5162  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:02.596  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: carrier_config
2025-08-12 16:16:02.597  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: clipboard
2025-08-12 16:16:02.598  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: color_display
2025-08-12 16:16:02.599  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: companiondevice
2025-08-12 16:16:02.600  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: connectivity
2025-08-12 16:16:02.601  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: connectivity_native
2025-08-12 16:16:02.601  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: connmetrics
2025-08-12 16:16:02.602  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: content
2025-08-12 16:16:02.603  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: content_capture
2025-08-12 16:16:02.603  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: content_suggestions
2025-08-12 16:16:02.604  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: contexthub
